RA;Idade;Sexo;IE;INDE 2022;INDE 2023;INDE 2024;Fase;Turma;Cg;Cf;Ct;Rec Av1;Rec Av2;Rec Av3;Rec Av4;IAA;IEG;IPS;IDA;Mat;Por;Atingiu PV;IPV;IAN;Defasagem;Destaque IEG;Destaque IDA;Destaque IPV;IPP;N_Idade;N_INDE 2022;N_INDE 2023;N_INDE 2024;N_Cg;N_Cf;N_Ct;N_Rec Av1;N_Rec Av2;N_Rec Av3;N_Rec Av4;N_IAA;N_IEG;N_IPS;N_IDA;N_Mat;N_Por;N_IPV;N_IAN;N_Defasagem;N_IPP;N_Sexo;N_Atingiu PV
RA-57;16;Masculino;Rede Decisão;7,3;7,55;;5;B;388;25;10;1;0;0;;7,1;8,1;5,6;8,4;9;7;Não;7,88;5;-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,19;0,45;0,67;0,68;;0,45;0,13;0,53;1;0;0;;0,71;0,81;0,41;0,84;0,9;0,7;0,72;0,33;0,5;0,76;1;0
RA-58;15;Masculino;Rede Decisão;8,14;8,07;;5;B;103;9;3;1;0;1;;9,6;9,2;6,3;7,2;4,5;8;Não;8,12;10;0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,08;0,4;0,8;0,77;;0,12;0,04;0,12;1;0;1;;0,96;0,92;0,51;0,72;0,45;0,8;0,75;1;0,62;0,74;1;0
RA-59;17;Masculino;Escola Pública;7,64;8,23;;5;B;257;15;7;1;0;0;;9,2;9,3;7,5;7,2;7;5,7;Não;7,92;5;-2;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7,17;0,5;0,72;0,8;;0,3;0,07;0,35;1;0;0;;0,92;0,93;0,67;0,72;0,7;0,57;0,72;0,33;0,38;0,62;1;0
RA-60;18;Feminino;Escola Pública;5,54;6,26;;5;B;787;53;16;1;0;;;6,7;6;7,5;4,9;5;6,2;Não;6,17;2,5;-3;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,09;0,55;0,39;0,45;;0,91;0,27;0,88;1;0;;;0,67;0,6;0,67;0,49;0,5;0,62;0,49;0;0,25;0,61;0;0
RA-61;15;Masculino;Escola Pública;7,53;7,55;;5;B;298;20;8;0;0;1;;9,2;7,4;7,5;5,8;1,7;6,3;Não;7,88;10;0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7,44;0,4;0,7;0,68;;0,34;0,1;0,41;0;0;1;;0,92;0,74;0,67;0,58;0,17;0,63;0,72;1;0,62;0,66;1;0
RA-62;17;Masculino;Escola Pública;7,89;8,24;;5;B;173;11;4;1;1;0;;8,8;9,4;7,5;9,3;8,5;10;Não;7,25;5;-2;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8,01;0,5;0,76;0,8;;0,2;0,05;0,18;1;1;0;;0,88;0,94;0,67;0,93;0,85;1;0,63;0,33;0,38;0,73;1;0
RA-63;16;Masculino;Rede Decisão;8,28;8,35;;5;B;64;8;2;1;0;1;;8,3;9,1;8,8;8,7;8,2;8,2;Sim;9,42;5;-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,88;0,45;0,82;0,82;;0,07;0,04;0,06;1;0;1;;0,83;0,91;0,84;0,87;0,82;0,82;0,92;0,33;0,5;0,85;1;1
RA-64;16;Masculino;Escola Pública;7,37;7,5;;5;B;372;23;9;0;0;1;;7,1;8,1;8,1;7,5;4,8;8,2;Não;8,25;5;-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7,31;0,45;0,68;0,67;;0,43;0,12;0,47;0;0;1;;0,71;0,81;0,75;0,75;0,48;0,82;0,77;0,33;0,5;0,64;1;0
RA-65;17;Feminino;Escola Pública;7,71;8,11;;5;B;232;13;6;1;0;1;;8,3;7,7;7,5;9,3;9;9,5;Não;7,88;5;-2;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,22;0,5;0,73;0,78;;0,27;0,06;0,29;1;0;1;;0,83;0,77;0,67;0,93;0,9;0,95;0,72;0,33;0,38;0,76;0;0
RA-66;17;Feminino;Escola Pública;5,66;6,42;;5;B;768;50;15;0;0;;;7,5;5,6;7,5;4,5;3;6;Não;5,92;5;-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,2;0,5;0,41;0,48;;0,89;0,26;0,82;0;0;;;0,75;0,56;0,67;0,45;0,3;0,6;0,46;0,33;0,38;0,63;0;0
RA-67;16;Feminino;Escola Pública;5,2;6,24;;5;C;812;56;6;1;0;1;0;5,8;3;7,5;3,6;3;4,2;Não;6,89;5;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6,78;0,45;0,34;0,44;;0,94;0,29;0,29;1;0;1;0;0,58;0,3;0,67;0,36;0,3;0,42;0,58;0,33;0,5;0,57;0;0
RA-68;16;Masculino;Escola Pública;6,44;6,23;;5;C;653;40;2;1;0;1;1;8,3;6;7,5;4;4,7;4,8;Não;7,94;5;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7,44;0,45;0,53;0,44;;0,76;0,2;0,06;1;0;1;1;0,83;0,6;0,67;0,4;0,47;0,48;0,72;0,33;0,5;0,66;1;0
RA-69;16;Masculino;Escola Pública;5,72;6,13;;5;C;756;47;3;1;0;;;8,3;6,1;7,5;2,5;4,7;2,6;Não;6,17;5;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6,62;0,45;0,42;0,42;;0,88;0,24;0,12;1;0;;;0,83;0,61;0,67;0,25;0,47;0,26;0,49;0,33;0,5;0,55;1;0
RA-70;16;Feminino;Escola Pública;5,71;6,11;;5;C;757;48;4;1;0;0;1;8,8;6,6;5;2,9;5,7;2,9;Não;6,11;5;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6,53;0,45;0,42;0,42;;0,88;0,25;0,18;1;0;0;1;0,88;0,66;0,33;0,29;0,57;0,29;0,48;0,33;0,5;0,54;0;0
RA-71;17;Feminino;Escola Pública;4,33;6,6;;5;C;846;58;8;1;0;0;;7,9;2;7,5;1,2;1,3;2,2;Não;5,83;5;-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6,96;0,5;0,2;0,51;;0,98;0,3;0,41;1;0;0;;0,79;0,2;0,67;0,12;0,13;0,22;0,44;0,33;0,38;0,59;0;0
RA-72;17;Feminino;Escola Pública;7,64;7,81;;5;C;259;16;1;1;0;1;1;8,3;7,5;7,5;7,8;7,5;7,8;Sim;8,67;5;-2;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,16;0,5;0,72;0,72;;0,3;0,08;0;1;0;1;1;0,83;0,75;0,67;0,78;0,75;0,78;0,82;0,33;0,38;0,75;0;1
RA-73;17;Feminino;Escola Pública;5,27;5,88;;5;C;804;55;5;1;0;0;;7,1;3;7,5;3,3;4,5;3;Não;7,28;5;-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7;0,5;0,35;0,38;;0,93;0,28;0,24;1;0;0;;0,71;0,3;0,67;0,33;0,45;0,3;0,64;0,33;0,38;0,6;0;0
RA-74;16;Masculino;Escola Pública;4,99;7,01;;5;C;820;57;7;0;0;0;;9,6;3,3;7,5;2;6;0;Não;5,83;5;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,57;0,45;0,31;0,58;;0,95;0,29;0,35;0;0;0;;0,96;0,33;0,67;0,2;0,6;0;0,44;0,33;0,5;0,68;1;0
RA-75;16;Feminino;Escola Pública;3,92;6,23;;5;F;855;59;4;0;0;1;;5,4;3,8;6,3;0;0;0;Não;4,62;5;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6,81;0,45;0,14;0,44;;0,99;0,3;0,18;0;0;1;;0,54;0,38;0,51;0;0;0;0,28;0,33;0,5;0,57;0;0
RA-76;15;Feminino;Rede Decisão;9,1;8,79;;5;F;3;3;1;1;0;1;1;10;9,1;8,1;8,7;9,3;8,3;Sim;9,29;10;0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,72;0,4;0,95;0,9;;0;0,01;0;1;0;1;1;1;0,91;0,75;0,87;0,93;0,83;0,9;1;0,62;0,83;0;1
RA-77;16;Masculino;Escola Pública;3,85;6,19;;5;F;857;60;5;0;0;1;;7,1;2,7;5;0,7;0,3;1,8;Não;4,62;5;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6,2;0,45;0,13;0,43;;0,99;0,31;0,24;0;0;1;;0,71;0,27;0,33;0,07;0,03;0,18;0,28;0,33;0,5;0,49;1;0
RA-78;17;Masculino;Rede Decisão;7,04;7,26;;5;F;475;29;2;1;0;0;1;8,3;6,6;5,6;7,2;8,7;5,7;Não;8;5;-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7,91;0,5;0,63;0,62;;0,55;0,15;0,06;1;0;0;1;0,83;0,66;0,41;0,72;0,87;0,57;0,73;0,33;0,38;0,72;1;0
RA-79;16;Feminino;Rede Decisão;6,85;7,23;;5;F;541;31;3;1;0;1;1;5,4;6,3;5,6;8,9;9,5;7,7;Não;7,29;5;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8,2;0,45;0,6;0,62;;0,63;0,16;0,12;1;0;1;1;0,54;0,63;0,41;0,89;0,95;0,77;0,64;0,33;0,5;0,76;0;0
RA-80;16;Feminino;Rede Decisão;7,29;7,32;;5;K;397;26;6;1;0;1;1;9,2;8,3;5;7,1;6,5;7,7;Não;7,62;5;-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7,81;0,45;0,66;0,64;;0,46;0,13;0,29;1;0;1;1;0,92;0,83;0,33;0,71;0,65;0,77;0,68;0,33;0,5;0,71;0;0
RA-81;14;Feminino;Rede Decisão;7,68;7,61;;5;K;247;14;2;1;0;0;1;9,2;9,2;5;6;5,5;5,2;Não;7,46;10;1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,48;0,35;0,73;0,69;;0,29;0,07;0,06;1;0;0;1;0,92;0,92;0,33;0,6;0,55;0,52;0,66;1;0,75;0,66;0;0
RA-82;17;Feminino;Escola Pública;6,6;6,79;;5;K;628;37;9;1;0;1;0;8,8;6,8;7,5;5,5;6;5;Não;6,42;5;-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,28;0,5;0,56;0,54;;0,73;0,19;0,47;1;0;1;0;0,88;0,68;0,67;0,55;0,6;0,5;0,52;0,33;0,38;0,64;0;0
RA-83;17;Feminino;Escola Pública;6,67;7,01;;5;K;598;35;8;1;0;1;0;7,9;6,8;7,5;6,8;6;7,5;Não;5,96;5;-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,33;0,5;0,57;0,58;;0,69;0,18;0,41;1;0;1;0;0,79;0,68;0,67;0,68;0,6;0,75;0,46;0,33;0,38;0,64;0;0
RA-84;17;Feminino;Rede Decisão;6,68;6,8;;5;K;596;34;7;1;0;1;1;7,1;8,8;5;5,8;5,7;6,5;Não;6,75;5;-2;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,66;0,5;0,57;0,54;;0,69;0,17;0,35;1;0;1;1;0,71;0,88;0,33;0,58;0,57;0,65;0,57;0,33;0,38;0,69;0;0
RA-85;15;Masculino;Escola Pública;6,24;7,07;;5;K;697;43;10;1;0;1;0;6,7;7,3;5;4,3;5;3,5;Não;5,83;10;0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,07;0,4;0,5;0,59;;0,81;0,22;0,53;1;0;1;0;0,67;0,73;0,33;0,43;0,5;0,35;0,44;1;0,62;0,61;1;0
RA-86;16;Masculino;Rede Decisão;7,57;7,36;;5;K;286;18;3;1;0;1;0;7,5;9,6;5,6;6,7;6,2;7,2;Sim;8,46;5;-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7,84;0,45;0,71;0,64;;0,33;0,09;0,12;1;0;1;0;0,75;0,96;0,41;0,67;0,62;0,72;0,79;0,33;0,5;0,71;1;1
RA-87;15;Masculino;Rede Decisão;8,71;8,35;;5;K;15;6;1;1;0;1;1;8,3;9,6;7,5;8,8;8,3;8;Sim;8,5;10;0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,47;0,4;0,89;0,82;;0,02;0,03;0;1;0;1;1;0,83;0,96;0,67;0,88;0,83;0,8;0,8;1;0,62;0,8;1;1
RA-88;17;Masculino;Escola Pública;7,5;7,46;;5;K;312;21;4;1;0;1;1;7,1;9,2;5,6;6,5;6,8;6,2;Sim;9,21;5;-2;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7,86;0,5;0,7;0,66;;0,36;0,1;0,18;1;0;1;1;0,71;0,92;0,41;0,65;0,68;0,62;0,89;0,33;0,38;0,71;1;1
RA-89;16;Masculino;Escola Pública;7,32;7,54;;5;K;383;24;5;1;0;0;1;9,6;7,8;7,5;5,9;7,5;5,7;Não;8;5;-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7,92;0,45;0,67;0,67;;0,44;0,12;0,24;1;0;0;1;0,96;0,78;0,67;0,59;0,75;0,57;0,73;0,33;0,5;0,72;1;0
RA-90;13;Feminino;Rede Decisão;9,44;8,3;;5;L;1;1;1;1;0;0;1;10;9,7;9,4;8,5;7,7;8;Sim;9,75;10;2;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,8;0,3;1;0,81;;0;0;0;1;0;0;1;1;0,97;0,92;0,85;0,77;0,8;0,97;1;0,88;0,84;0;1
RA-91;16;Feminino;Rede Decisão;6,64;7,03;;5;L;608;36;8;1;0;1;1;9,2;5,7;5,6;6,6;5,5;5,7;Não;7,12;5;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,94;0,45;0,56;0,58;;0,7;0,18;0,41;1;0;1;1;0,92;0,57;0,41;0,66;0,55;0,57;0,62;0,33;0,5;0,73;0;0
RA-92;16;Feminino;Rede Decisão;6,96;7,32;;5;L;501;30;7;1;0;1;1;9,2;7,1;5;7,4;7,8;5,5;Não;6,67;5;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,72;0,45;0,61;0,64;;0,58;0,15;0,35;1;0;1;1;0,92;0,71;0,33;0,74;0,78;0,55;0,56;0,33;0,5;0,7;0;0
RA-93;15;Feminino;Rede Decisão;8,94;8,58;;5;L;6;4;3;1;0;0;1;8,3;9,7;8,1;8,5;8,8;8,3;Sim;9,08;10;0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,44;0,4;0,92;0,86;;0,01;0,02;0,12;1;0;0;1;0,83;0,97;0,75;0,85;0,88;0,83;0,88;1;0,62;0,79;0;1
RA-94;15;Feminino;Rede Decisão;8,92;8,4;;5;L;7;5;4;1;0;0;1;8,3;9,6;8,1;7,7;7;6,7;Sim;9,58;10;0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,59;0,4;0,92;0,83;;0,01;0,02;0,18;1;0;0;1;0,83;0,96;0,75;0,77;0,7;0,67;0,94;1;0,62;0,81;0;1
RA-95;17;Feminino;Escola Pública;6,31;7,16;;5;L;685;41;9;1;0;0;;8,3;6,6;7,5;4,8;6;8;Não;6,29;5;-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,09;0,5;0,51;0,61;;0,79;0,21;0,47;1;0;0;;0,83;0,66;0,67;0,48;0,6;0,8;0,5;0,33;0,38;0,61;0;0
RA-96;16;Masculino;Escola Pública;7,54;7,43;;5;L;295;19;5;1;0;1;1;9,2;7,8;6,9;6,7;5,7;6,5;Sim;8,5;5;-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7,38;0,45;0,7;0,65;;0,34;0,09;0,24;1;0;1;1;0,92;0,78;0,59;0,67;0,57;0,65;0,8;0,33;0,5;0,65;1;1
RA-97;15;Feminino;Rede Decisão;7,47;7,73;;5;L;328;22;6;1;0;0;0;7,5;8,8;5;6,9;5,3;6,7;Não;6,29;10;0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,5;0,4;0,69;0,71;;0,38;0,11;0,29;1;0;0;0;0,75;0,88;0,33;0,69;0,53;0,67;0,5;1;0,62;0,67;0;0
RA-98;15;Feminino;Rede Decisão;9,35;8,7;;5;L;2;2;2;1;0;0;1;8,8;10;9,4;8,5;8,4;8,2;Sim;9,67;10;0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,56;0,4;0,99;0,88;;0;0,01;0,06;1;0;0;1;0,88;1;0,92;0,85;0,84;0,82;0,95;1;0,62;0,81;0;1
RA-99;16;Masculino;Escola Pública;6,16;6,17;;5;L;701;44;10;1;0;1;;8,8;6,3;7,5;5;5,7;3,4;Não;5,83;5;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6,97;0,45;0,49;0,43;;0,81;0,23;0,53;1;0;1;;0,88;0,63;0,67;0,5;0,57;0,34;0,44;0,33;0,5;0,6;1;0
RA-100;13;Feminino;Rede Decisão;7,62;7,8;;4;A;268;22;7;1;0;1;1;8,8;7,8;5;7,6;7;7,8;Não;7,25;10;1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8,14;0,3;0,72;0,72;;0,31;0,11;0,35;1;0;1;1;0,88;0,78;0,33;0,76;0,7;0,78;0,63;1;0,75;0,75;0;0
RA-101;15;Feminino;Escola Pública;7,3;7,55;;4;A;387;31;8;1;0;1;1;7,9;8,3;7,5;7,6;7,2;6,5;Não;6,83;5;-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,36;0,4;0,67;0,68;;0,45;0,16;0,41;1;0;1;1;0,79;0,83;0,67;0,76;0,72;0,65;0,58;0,33;0,5;0,65;0;0
RA-102;14;Masculino;Escola Pública;6,92;7,3;;4;A;519;43;9;1;0;0;1;6,7;7,7;6,9;5,7;4,7;6,8;Não;6;10;0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,62;0,35;0,61;0,63;;0,6;0,22;0,47;1;0;0;1;0,67;0,77;0,59;0,57;0,47;0,68;0,47;1;0,62;0,68;1;0
RA-103;13;Feminino;Rede Decisão;8,11;7,77;;4;A;114;11;4;1;0;1;1;7,9;8,7;7,5;7,3;7,3;7,3;Não;7,71;10;1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7,5;0,3;0,79;0,72;;0,13;0,05;0,18;1;0;1;1;0,79;0,87;0,67;0,73;0,73;0,73;0,69;1;0,75;0,67;0;0
RA-104;18;Masculino;Escola Pública;6,32;6,82;;4;A;681;61;11;1;0;1;1;7,9;8,7;7,5;3,7;4,8;5,8;Não;6,71;2,5;-4;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6,81;0,55;0,51;0,55;;0,79;0,31;0,59;1;0;1;1;0,79;0,87;0,67;0,37;0,48;0,58;0,56;0;0,12;0,57;1;0
RA-105;17;Masculino;Rede Decisão;6,85;7,18;;4;A;542;47;10;1;0;1;1;7,9;8,2;5,6;6,7;7,2;6,2;Não;7,42;2,5;-3;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8;0,5;0,6;0,61;;0,63;0,24;0,53;1;0;1;1;0,79;0,82;0,41;0,67;0,72;0,62;0,66;0;0,25;0,73;1;0
RA-106;15;Feminino;Rede Decisão;7,97;7,64;;4;A;148;13;5;1;0;1;1;9,2;8;9,4;7,4;7,8;7,2;Sim;8,38;5;-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,2;0,4;0,77;0,69;;0,17;0,06;0,24;1;0;1;1;0,92;0,8;0,92;0,74;0,78;0,72;0,78;0,33;0,5;0,76;0;1
RA-107;15;Feminino;Escola Pública;6,26;6,49;;4;A;693;63;12;1;0;1;1;7,5;6,4;7,5;4,6;3,3;4,3;Não;6,5;5;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,47;0,4;0,5;0,49;;0,8;0,32;0,65;1;0;1;1;0,75;0,64;0,67;0,46;0,33;0,43;0,53;0,33;0,5;0,66;0;0
RA-108;17;Feminino;Escola Pública;5,55;6,62;;4;A;784;72;15;0;0;1;1;4,6;7,7;5;5;3;5,8;Não;6,12;2,5;-3;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,18;0,5;0,39;0,51;;0,91;0,37;0,82;0;0;1;1;0,46;0,77;0,33;0,5;0,3;0,58;0,48;0;0,25;0,62;0;0
RA-109;16;Masculino;Rede Decisão;8,51;8,13;;4;A;33;4;2;1;0;1;1;8,8;10;8,8;8,4;7,8;7,5;Sim;8,67;5;-2;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,04;0,45;0,85;0,78;;0,04;0,02;0,06;1;0;1;1;0,88;1;0,84;0,84;0,78;0,75;0,82;0,33;0,38;0,74;1;1
RA-110;14;Masculino;Rede Decisão;8,15;7,78;;4;A;100;10;3;1;0;0;1;9,2;9,7;5,6;6,7;8,3;5,7;Não;8;10;0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7,91;0,35;0,8;0,72;;0,11;0,05;0,12;1;0;0;1;0,92;0,97;0,41;0,67;0,83;0,57;0,73;1;0,62;0,72;1;0
RA-111;13;Feminino;Rede Decisão;8,65;7,74;;4;A;22;2;1;1;0;1;1;7,5;9,4;8,1;8;6,7;7,5;Sim;8,67;10;1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,35;0,3;0,88;0,71;;0,02;0,01;0;1;0;1;1;0,75;0,94;0,75;0,8;0,67;0,75;0,82;1;0,75;0,78;0;1
RA-112;15;Feminino;Rede Decisão;7,84;7,64;;4;A;189;17;6;1;0;1;1;7,9;7,8;6,3;8,5;9;7,5;Sim;8,83;5;-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,12;0,4;0,75;0,69;;0,22;0,08;0,29;1;0;1;1;0,79;0,78;0,51;0,85;0,9;0,75;0,84;0,33;0,5;0,75;0;1
RA-113;15;Feminino;Rede Decisão;3,03;5,29;;4;A;862;76;16;;0;1;;0;0;5;3,7;3,3;5,5;Não;3,79;5;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6,61;0,4;0;0,27;;1;0,39;0,88;;0;1;;0;0;0,33;0,37;0,33;0,55;0,17;0,33;0,5;0,55;0;0
